,symbol,min_date,max_date,missing_dates_per,latest_closing_price,growth_per_30,avg_vol_30,growth_per_7,avg_vol_7,latest_signal,latest_trend,signal_start_date,signal_duration,trend_start_date,trend_duration
721,GOACARBON,2007-06-05,2024-10-18,5.83,777.2,-4.96,158298,-0.35,35710,Buy,-1,2024-08-23 00:00:00,56,2024-10-16 00:00:00,2
722,GOCLCORP,2007-11-08,2024-10-18,5.94,421.2,-3.05,51351,-1.79,34363,Buy,1,2024-06-12 00:00:00,128,2024-10-17 00:00:00,1
723,GOCOLORS,2021-11-30,2024-10-18,5.48,1234.65,-4.86,73335,-2.4,30047,Buy,-1,2024-03-27 00:00:00,205,2024-10-17 00:00:00,1
724,GODFRYPHLP,1999-01-04,2024-10-18,4.41,6756.45,-11.08,153262,-2.29,43591,Buy,-1,2024-04-01 00:00:00,200,2024-10-16 00:00:00,2
725,GODHA,2018-05-25,2024-10-18,5.83,0.84,-2.61,3416786,-4.55,2511690,Buy,-1,2024-07-12 00:00:00,98,2024-10-09 00:00:00,9
726,GODIGIT,2024-05-23,2024-10-18,3.33,365.4,-1.03,913977,-2.74,448981,Buy,1,2024-09-20 00:00:00,28,2024-10-17 00:00:00,1
727,GODREJAGRO,2017-10-16,2024-10-18,5.78,774.4,-7.42,350024,2.64,403534,Buy,-1,2024-06-05 00:00:00,135,2024-10-17 00:00:00,1
728,GODREJCP,2002-07-01,2024-10-18,5.07,1336.15,-6.99,1711471,1.92,1170199,Buy,-1,2024-10-11 00:00:00,7,2024-10-16 00:00:00,2
729,GODREJIND,2002-07-01,2024-10-18,5.08,1035.65,-15.11,221124,-4.92,188287,Sell,-1,2024-10-01 00:00:00,17,2024-10-16 00:00:00,2
730,GODREJPROP,2010-01-05,2024-10-18,5.75,3133.65,7.66,990067,2.7,531302,Sell,1,2024-10-03 00:00:00,15,2024-10-17 00:00:00,1
731,GOENKA,2010-04-16,2024-10-18,5.7,1.26,3.28,63906,-5.26,1757,Sell,-1,2024-09-27 00:00:00,21,2024-09-27 00:00:00,21
732,GOKEX,2005-04-27,2024-10-18,5.76,902.4,-6.6,164565,-2.86,73764,Buy,-1,2024-10-11 00:00:00,7,2024-10-16 00:00:00,2
733,GOKUL,2008-06-04,2024-10-18,5.9,52.23,-7.34,182502,-1.95,150015,Buy,1,2023-12-27 00:00:00,296,2024-10-17 00:00:00,1
734,GOKULAGRO,2016-03-14,2024-10-18,5.79,264.2,-6.29,389205,-2.45,194855,Buy,-1,2024-06-21 00:00:00,119,2024-10-15 00:00:00,3
735,GOLD1,2008-04-17,2024-10-18,6.74,65.59,4.71,1760747,2.34,935993,Sell,1,2024-07-22 00:00:00,88,2024-10-15 00:00:00,3
736,GOLDCASE,2024-03-01,2024-10-18,7.06,12.35,4.81,764293,1.88,490215,Sell,1,2024-04-01 00:00:00,200,2024-10-15 00:00:00,3
737,GOLDENTOBC,2002-07-01,2024-10-18,5.13,38.99,-6.38,3879,-2.72,5773,Buy,-1,2024-05-31 00:00:00,140,2024-10-16 00:00:00,2
738,GOLDETF,2023-02-24,2024-10-18,10.92,76.22,5.02,220005,2.21,165642,Sell,1,2024-07-23 00:00:00,87,2024-10-15 00:00:00,3
739,GOLDETFADD,2023-05-05,2024-10-18,10.58,76.38,5.12,118699,1.88,144523,Sell,1,2023-08-09 00:00:00,436,2024-10-15 00:00:00,3
740,GOLDIAM,2005-08-29,2024-10-18,5.85,384.6,4.01,804757,4.29,1009277,Buy,1,2024-06-04 00:00:00,136,2024-10-17 00:00:00,1
741,GOLDIETF,2023-12-12,2024-10-18,7.14,67.23,6.99,2472346,4.21,2175656,Sell,1,2024-05-23 00:00:00,148,2024-10-15 00:00:00,3
742,GOLDTECH,2002-07-01,2024-10-18,5.13,82.84,-24.56,93633,-8.91,26556,Buy,-1,2024-06-21 00:00:00,119,2024-10-16 00:00:00,2
743,GOODLUCK,2016-09-07,2024-10-18,5.74,1049.2,-16.9,126383,-0.8,99760,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
744,GOODYEAR,2020-10-07,2023-12-06,5.35,1273.7,0.0,0,0.0,0,Buy,-1,2022-12-13 00:00:00,358,2023-10-19 00:00:00,48
745,GOPAL,2024-03-14,2024-10-18,6.1,472.5,34.65,1013056,9.46,1099334,Buy,1,2024-09-25 00:00:00,23,2024-10-17 00:00:00,1
746,GOYALALUM,2022-11-04,2024-10-18,5.81,9.54,-3.25,435009,-4.83,209806,Buy,1,2024-05-10 00:00:00,161,2024-10-17 00:00:00,1
747,GPIL,2006-04-25,2024-10-18,5.76,186.2,-80.04,3295680,-3.04,1457657,Sell,-1,2024-08-09 00:00:00,70,2024-10-17 00:00:00,1
748,GPPL,2010-09-09,2024-10-18,5.86,209.29,-6.75,1390965,-2.24,847284,Sell,-1,2024-10-04 00:00:00,14,2024-10-15 00:00:00,3
749,GPTHEALTH,2024-02-29,2024-10-18,5.91,172.8,-8.6,265000,-3.5,87733,Sell,-1,2024-10-04 00:00:00,14,2024-10-10 00:00:00,8
750,GPTINFRA,2016-07-11,2024-10-18,5.73,142.85,-11.56,138135,-6.07,125308,Sell,1,2024-07-15 00:00:00,95,2024-10-17 00:00:00,1
751,GRANULES,2005-06-20,2024-10-18,5.81,597.25,8.53,4392703,-0.12,2872777,Sell,1,2024-08-30 00:00:00,49,2024-10-17 00:00:00,1
752,GRAPHITE,2002-07-01,2024-10-18,5.11,573.1,2.02,2416814,-1.18,932062,Sell,-1,2024-10-04 00:00:00,14,2024-10-15 00:00:00,3
753,GRASIM,2002-07-01,2024-10-18,5.13,2760.95,-0.62,868625,0.34,396357,Buy,1,2024-09-25 00:00:00,23,2024-10-17 00:00:00,1
754,GRAUWEIL,2021-08-05,2023-12-06,5.35,115.6,0.0,0,0.0,0,Buy,-1,2023-08-16 00:00:00,112,2023-10-18 00:00:00,49
755,GRAVITA,2010-11-16,2024-10-18,5.88,2514.3,-5.03,247611,1.33,196776,Buy,1,2024-06-11 00:00:00,129,2024-10-16 00:00:00,2
756,GREAVESCOT,2002-08-12,2024-10-18,5.12,194.2,2.71,2790024,10.84,4680029,Buy,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
757,GREENLAM,2015-03-02,2024-10-18,5.8,533.1,-2.97,38128,3.5,20851,Buy,1,2024-04-02 00:00:00,199,2024-10-17 00:00:00,1
758,GREENPANEL,2019-10-23,2024-10-18,5.42,403.65,1.93,285820,1.19,304749,Buy,-1,2024-06-07 00:00:00,133,2024-10-16 00:00:00,2
759,GREENPLY,2002-07-03,2024-10-18,5.1,388.0,-1.6,219264,1.97,186168,Sell,-1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
760,GREENPOWER,2010-10-08,2024-10-18,5.85,19.74,-7.58,11854705,-7.52,8816348,Buy,1,2024-08-06 00:00:00,73,2024-10-17 00:00:00,1
761,GRINDWELL,2006-09-11,2024-10-18,5.87,2448.15,2.13,59057,-0.14,102281,Buy,-1,2023-03-29 00:00:00,569,2024-10-16 00:00:00,2
762,GRINFRA,2021-07-19,2024-10-18,5.6,1624.7,-1.87,148536,-0.98,66569,Sell,1,2024-06-03 00:00:00,137,2024-10-17 00:00:00,1
763,GRMOVER,2022-09-07,2024-10-18,5.76,227.15,-17.35,245202,-4.09,87662,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
764,GROBTEA,2016-07-14,2024-10-18,5.74,1167.65,17.29,12367,-12.81,3211,Buy,-1,2024-09-30 00:00:00,18,2024-10-14 00:00:00,4
765,GROWEV,2024-08-12,2024-10-18,4.76,33.29,-2.25,1020899,-4.02,747941,Buy,-1,2024-09-20 00:00:00,28,2024-10-11 00:00:00,7
766,GROWWDEFNC,2024-10-11,2024-10-18,0.0,33.29,-0.43,961214,-0.43,961214,Null,0,Null,0,Null,0
767,GROWWEV,2024-08-12,2024-10-18,4.76,33.29,-2.25,1020899,-4.02,747941,Buy,-1,2024-09-20 00:00:00,28,2024-10-11 00:00:00,7
768,GROWWLIQID,2024-09-26,2024-10-18,3.7,100.52,-1.28,255135,-0.79,447912,Sell,1,2024-10-09 00:00:00,9,2024-09-26 00:00:00,22
769,GRPLTD,2015-02-12,2024-10-18,5.79,3493.05,3.71,5332,-1.62,6117,Buy,1,2024-05-17 00:00:00,154,2024-10-14 00:00:00,4
770,GRSE,2018-10-24,2024-10-18,5.82,1764.65,1.42,1682770,0.31,1632941,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
771,GRWRHITECH,2022-02-03,2024-10-18,5.69,4020.25,24.64,93249,3.81,72273,Buy,-1,2024-09-27 00:00:00,21,2024-10-15 00:00:00,3
772,GSCLCEMENT,2023-04-20,2023-04-20,0.0,4020.25,0.0,174815,0.0,174815,Null,0,Null,0,Null,0
773,GSEC10ABSL,2024-08-19,2024-10-18,15.69,102.18,-0.35,1054,0.36,101,Sell,-1,2024-10-15 00:00:00,3,2024-10-16 00:00:00,2
774,GSEC10IETF,2024-06-25,2024-10-18,9.28,239.56,-0.37,4999,-0.42,3445,Sell,-1,2024-07-26 00:00:00,84,2024-10-16 00:00:00,2
775,GSEC10YEAR,2023-04-10,2024-10-18,21.22,27.17,-0.47,15388,-0.11,1411,Sell,-1,2024-10-17 00:00:00,1,2024-10-16 00:00:00,2
776,GSEC5IETF,2022-03-11,2024-10-18,9.78,57.9,0.3,5219,-0.08,1216,Sell,-1,2024-05-21 00:00:00,150,2024-10-17 00:00:00,1
777,GSFC,1996-01-01,2024-10-18,3.93,211.67,-6.54,1497203,-1.47,1059206,Sell,-1,2024-08-02 00:00:00,77,2024-10-16 00:00:00,2
778,GSLSU,2023-03-23,2024-10-18,6.45,195.77,-11.12,364689,1.75,187124,Buy,-1,2024-08-26 00:00:00,53,2024-10-17 00:00:00,1
779,GSPL,2006-02-16,2024-10-18,5.82,400.2,-1.94,1946789,-4.07,1198617,Buy,1,2024-08-23 00:00:00,56,2024-10-17 00:00:00,1
780,GSS,2008-03-07,2024-10-18,5.96,72.99,-7.93,107273,-4.98,77335,Sell,-1,2024-03-04 00:00:00,228,2024-10-14 00:00:00,4
781,GTECJAINX,2023-09-04,2024-10-18,9.89,46.55,-19.8,6355,-13.33,11458,Sell,-1,2024-07-16 00:00:00,94,2024-10-11 00:00:00,7
782,GTL,2002-07-01,2024-10-18,5.13,14.2,3.1,2638909,-0.84,7338959,Buy,1,2024-07-19 00:00:00,91,2024-10-17 00:00:00,1
783,GTLINFRA,2002-08-12,2024-10-18,5.18,2.22,-10.26,92302809,-3.15,68264867,Sell,-1,2024-07-05 00:00:00,105,2024-10-11 00:00:00,7
784,GTNTEX,2006-05-18,2022-01-18,5.79,19.5,29.03,5027,0.0,717,Sell,1,2021-12-22 00:00:00,27,2021-12-28 00:00:00,21
785,GTPL,2017-07-04,2024-10-18,5.72,157.2,-8.35,94026,-2.87,77181,Buy,-1,2024-06-05 00:00:00,135,2024-10-17 00:00:00,1
786,GUFICBIO,2004-10-19,2024-10-18,5.69,435.0,6.91,107270,6.69,228326,Buy,1,2023-11-15 00:00:00,338,2024-10-17 00:00:00,1
787,GUJALKALI,1999-01-01,2024-10-18,4.36,821.0,-3.0,185270,-6.38,520672,Buy,-1,2024-10-09 00:00:00,9,2024-10-16 00:00:00,2
788,GUJAPOLLO,2007-06-04,2024-10-18,5.83,316.5,-14.11,13465,-5.49,6495,Buy,-1,2023-07-10 00:00:00,466,2024-10-15 00:00:00,3
789,GUJGASLTD,2015-09-15,2024-10-18,5.93,563.0,-10.0,1057285,-7.2,1250061,Buy,-1,2024-08-30 00:00:00,49,2024-10-16 00:00:00,2
790,GUJRAFFIA,2017-12-06,2024-10-18,23.38,45.37,-2.63,3872,0.54,3354,Sell,-1,2024-07-23 00:00:00,87,2024-10-17 00:00:00,1
791,GULFOILLUB,2014-07-31,2024-10-18,5.96,1281.85,-10.47,149498,-2.23,80089,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
792,GULFPETRO,2004-09-24,2024-10-18,5.71,77.18,-14.28,347494,-1.5,199319,Buy,-1,2024-07-01 00:00:00,109,2024-10-16 00:00:00,2
793,GULPOLY,2015-01-28,2024-10-18,5.78,214.62,-16.33,262161,-1.47,192244,Buy,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
794,GVKPIL,2006-02-27,2024-10-18,5.83,5.29,-26.75,2135700,-8.69,1841188,Sell,-1,2024-09-20 00:00:00,28,2024-10-09 00:00:00,9
795,GVPTECH,2017-03-15,2024-10-18,5.71,12.23,-10.69,89821,-1.63,38456,Buy,-1,2024-10-11 00:00:00,7,2024-10-15 00:00:00,3
796,HAL,2018-04-02,2024-10-18,5.75,4524.7,1.14,1816007,0.68,1439703,Sell,1,2024-06-03 00:00:00,137,2024-10-17 00:00:00,1
797,HAPPSTMNDS,2020-09-17,2024-10-18,5.54,796.25,0.17,376200,-0.8,221402,Sell,-1,2024-06-24 00:00:00,116,2024-10-17 00:00:00,1
798,HAPPYFORGE,2023-12-27,2024-10-18,6.02,1124.35,-8.05,38494,-1.45,28846,Buy,1,2024-06-05 00:00:00,135,2024-10-17 00:00:00,1
799,HARDWYN,2022-04-12,2024-10-18,5.79,39.18,-5.29,1677590,0.24,1336821,Buy,1,2024-06-12 00:00:00,128,2024-10-15 00:00:00,3
800,HARIOMPIPE,2022-04-13,2024-10-18,5.81,617.0,-14.25,122562,-8.03,116685,Buy,-1,2024-07-12 00:00:00,98,2024-10-16 00:00:00,2
801,HARRMALAYA,2002-07-01,2024-10-18,5.13,300.0,28.22,46607,7.13,50733,Sell,1,2024-10-04 00:00:00,14,2024-10-11 00:00:00,7
802,HARSHA,2022-09-26,2024-10-18,5.89,507.95,-3.79,57164,0.07,45039,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
803,HATHWAY,2010-02-25,2024-10-18,5.75,19.85,-6.76,4187278,-1.26,4750341,Sell,-1,2024-07-16 00:00:00,94,2024-10-14 00:00:00,4
804,HATSUN,2014-06-20,2024-10-18,5.93,1162.5,-4.91,43144,2.29,27246,Buy,-1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
805,HAVELLS,2002-07-01,2024-10-18,5.11,1849.7,-8.75,1057736,-6.12,1153793,Sell,1,2024-06-03 00:00:00,137,2024-10-17 00:00:00,1
806,HAVISHA,2018-04-13,2024-10-18,5.79,2.74,13.43,378964,-10.89,1382682,Sell,1,2024-10-14 00:00:00,4,2024-10-17 00:00:00,1
807,HBLPOWER,2007-01-04,2024-10-18,5.86,594.8,-4.58,1322349,-1.9,669015,Sell,-1,2024-10-04 00:00:00,14,2024-10-14 00:00:00,4
808,HBSL,2002-07-01,2024-10-18,5.1,138.09,-3.1,8212,-2.82,4657,Buy,-1,2024-07-03 00:00:00,107,2024-10-17 00:00:00,1
809,HCC,1996-01-01,2024-10-18,3.89,41.65,-5.03,17281114,2.11,28089560,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
810,HCG,2016-03-31,2024-10-18,5.73,439.55,5.57,308195,-2.81,119419,Sell,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
811,HCLTECH,2002-08-12,2024-10-18,5.1,1857.7,4.62,3026503,1.98,2901686,Sell,-1,2024-09-17 00:00:00,31,2024-10-17 00:00:00,1
812,HDFCAMC,2018-08-06,2024-10-18,6.02,4709.75,5.82,547622,6.25,1125505,Buy,-1,2024-10-08 00:00:00,10,2024-10-16 00:00:00,2
813,HDFCBANK,1996-01-01,2024-10-18,3.89,1681.85,-0.69,18191242,1.01,10392854,Sell,1,2024-10-01 00:00:00,17,2024-10-17 00:00:00,1
814,HDFCBSE500,2023-02-21,2024-10-18,6.38,37.57,-1.9,72330,-0.6,31329,Sell,1,2024-07-18 00:00:00,92,2024-10-17 00:00:00,1
815,HDFCGOLD,2023-06-08,2024-10-18,10.68,67.14,5.0,2510397,2.12,2123655,Sell,1,2024-05-23 00:00:00,148,2024-10-15 00:00:00,3
816,HDFCGROWTH,2024-06-24,2024-10-18,4.12,125.96,-3.86,17282,-1.98,14251,Buy,-1,2024-10-11 00:00:00,7,2024-10-14 00:00:00,4
817,HDFCLIFE,2017-11-17,2024-10-18,5.8,742.45,4.87,3297223,1.55,4001481,Sell,1,2024-09-09 00:00:00,39,2024-10-17 00:00:00,1
818,HDFCLIQUID,2023-08-31,2024-10-18,7.56,1000.0,0.0,5172,-0.0,11987,Buy,-1,2023-12-22 00:00:00,301,2024-10-17 00:00:00,1
819,HDFCLOWVOL,2022-10-17,2024-10-18,8.38,20.63,-4.2,51676,-2.35,93872,Sell,-1,2024-10-04 00:00:00,14,2024-10-14 00:00:00,4
820,HDFCMID150,2024-06-24,2024-10-18,3.88,21.91,-2.42,458686,-1.22,271766,Sell,1,2024-07-08 00:00:00,102,2024-10-17 00:00:00,1
821,HDFCMOMENT,2022-10-17,2024-10-18,6.71,36.94,-0.41,326396,-2.43,206951,Sell,1,2024-03-12 00:00:00,220,2024-10-17 00:00:00,1
822,HDFCNEXT50,2022-08-11,2024-10-18,5.94,75.15,-1.17,153763,-1.46,89676,Sell,1,2023-10-19 00:00:00,365,2024-10-17 00:00:00,1
823,HDFCNIF100,2022-08-11,2024-10-18,5.9,26.32,-3.7,119165,-2.73,92275,Sell,-1,2023-07-05 00:00:00,471,2024-10-14 00:00:00,4
824,HDFCNIFBAN,2024-06-19,2024-10-18,4.0,53.17,0.45,284332,1.14,82513,Sell,1,2024-07-04 00:00:00,106,2024-10-17 00:00:00,1
825,HDFCNIFIT,2022-11-22,2024-10-18,5.97,43.25,-0.61,59481,0.52,43123,Buy,-1,2024-08-13 00:00:00,66,2024-10-17 00:00:00,1
826,HDFCNIFTY,2023-06-08,2024-10-18,10.68,274.74,-2.22,78343,-0.86,71685,Sell,1,2024-10-03 00:00:00,15,2024-10-17 00:00:00,1
827,HDFCPSUBK,2024-02-07,2024-10-18,6.42,66.11,-1.52,42609,-0.76,31588,Sell,-1,2024-06-04 00:00:00,136,2024-10-15 00:00:00,3
828,HDFCPVTBAN,2022-11-22,2024-10-18,6.38,26.24,-2.31,265144,-1.33,75837,Sell,1,2023-12-11 00:00:00,312,2024-10-17 00:00:00,1
829,HDFCQUAL,2024-06-24,2024-10-18,4.12,63.12,0.58,20895,2.07,17659,Sell,-1,2024-08-02 00:00:00,77,2024-10-17 00:00:00,1
830,HDFCSENSEX,2018-05-08,2024-10-18,7.11,90.63,-2.96,52295,-0.96,50336,Buy,1,2023-12-01 00:00:00,322,2024-10-17 00:00:00,1
831,HDFCSILVER,2024-03-26,2024-10-18,6.45,89.95,6.09,489884,2.78,267504,Sell,1,2024-10-08 00:00:00,10,2024-10-17 00:00:00,1
832,HDFCSML250,2023-02-21,2024-10-18,6.24,183.39,-1.34,635281,-0.05,455585,Sell,-1,2023-03-06 00:00:00,592,2024-10-16 00:00:00,2
833,HDFCVALUE,2024-06-24,2024-10-18,4.12,145.46,-1.6,8810,-2.0,4609,Sell,1,2024-08-01 00:00:00,78,2024-10-17 00:00:00,1
834,HDIL,2007-07-24,2024-10-18,5.88,4.08,-6.02,252013,-4.89,216166,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
835,HEADSUP,2016-12-14,2024-10-18,5.68,14.05,-8.21,152418,-2.48,79195,Buy,1,2023-08-29 00:00:00,416,2024-10-17 00:00:00,1
836,HEALTHADD,2024-02-07,2024-10-18,6.42,147.14,1.32,1468,0.27,491,Buy,1,2024-06-04 00:00:00,136,2024-10-17 00:00:00,1
837,HEALTHIETF,2023-12-12,2024-10-18,7.14,149.86,0.34,82144,-0.16,55639,Buy,1,2024-10-14 00:00:00,4,2024-10-17 00:00:00,1
838,HECPROJECT,2017-03-21,2024-10-18,5.72,116.24,11.19,19098,-2.68,58100,Buy,-1,2024-10-09 00:00:00,9,2024-10-16 00:00:00,2
839,HEG,2002-07-01,2024-10-18,5.13,496.35,-77.4,2149437,-79.56,1789946,Buy,-1,2024-09-13 00:00:00,35,2024-10-17 00:00:00,1
840,HEIDELBERG,1996-01-01,2024-10-18,3.93,232.21,1.98,1368231,4.21,953920,Buy,-1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
841,HEMIPROP,2020-10-22,2024-10-18,5.54,196.3,-0.96,836778,2.38,683559,Buy,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
842,HERANBA,2021-03-05,2024-10-18,5.71,475.95,-5.67,135114,-1.12,97559,Buy,-1,2024-08-08 00:00:00,71,2024-10-16 00:00:00,2
843,HERCULES,2008-02-19,2024-10-18,5.97,230.25,-56.25,378307,25.6,187041,Sell,-1,2024-10-10 00:00:00,8,2024-10-17 00:00:00,1
844,HERITGFOOD,2002-07-01,2024-10-18,5.13,629.5,7.53,678124,0.29,382364,Sell,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
845,HEROMOTOCO,2002-07-01,2024-10-18,5.13,5216.2,-13.14,774713,-4.56,599359,Sell,-1,2024-09-27 00:00:00,21,2024-10-14 00:00:00,4
846,HESTERBIO,2015-03-13,2024-10-18,5.78,2406.95,-2.17,4370,1.01,2126,Buy,1,2024-09-24 00:00:00,24,2024-10-17 00:00:00,1
847,HEUBACHIND,2002-07-01,2024-10-18,5.09,541.1,-0.09,485036,-19.91,916872,Sell,-1,2024-10-11 00:00:00,7,2024-10-11 00:00:00,7
848,HEXATRADEX,2012-04-20,2024-10-18,5.88,287.7,-12.38,8005,-0.67,3973,Buy,1,2024-10-11 00:00:00,7,2024-10-16 00:00:00,2
849,HFCL,2002-08-12,2024-10-18,5.18,130.07,-16.68,28336425,-6.11,11792423,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
850,HGINFRA,2018-03-09,2024-10-18,5.82,1444.7,-8.47,106425,-2.46,50105,Sell,-1,2024-10-01 00:00:00,17,2024-10-15 00:00:00,3
851,HGS,2002-08-12,2024-10-18,5.16,774.5,-14.13,86301,-1.52,15447,Sell,-1,2024-09-20 00:00:00,28,2024-10-15 00:00:00,3
852,HIKAL,2002-07-01,2024-10-18,5.11,378.95,-5.19,351490,9.14,452515,Buy,1,2024-06-21 00:00:00,119,2024-10-17 00:00:00,1
853,HIL,1996-01-01,2024-10-18,3.89,2853.05,-4.2,20202,-2.54,10855,Buy,1,2024-08-23 00:00:00,56,2024-10-17 00:00:00,1
854,HILTON,2007-05-24,2024-10-18,5.83,83.8,-4.1,218194,-5.43,103250,Sell,-1,2024-07-01 00:00:00,109,2024-10-16 00:00:00,2
855,HIMATSEIDE,2002-07-01,2024-10-18,5.13,162.77,0.68,1598979,11.23,1933873,Sell,-1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
856,HINDALCO,1996-01-01,2024-10-18,3.89,753.5,8.72,6673372,0.12,4420313,Buy,1,2024-09-23 00:00:00,25,2024-10-15 00:00:00,3
857,HINDCOMPOS,2002-07-01,2024-10-18,5.08,509.5,-12.46,9158,-6.17,9108,Buy,1,2024-06-26 00:00:00,114,2024-10-17 00:00:00,1
858,HINDCON,2018-03-12,2024-10-18,5.83,47.78,-6.02,95722,-3.77,62607,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
859,HINDCOPPER,2010-01-08,2024-10-18,5.76,323.0,-0.51,7587430,0.63,3758766,Sell,1,2024-06-03 00:00:00,137,2024-10-17 00:00:00,1
860,HINDMOTORS,2002-08-12,2024-10-18,5.17,24.72,-13.03,382335,-2.43,261539,Buy,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
861,HINDNATGLS,2009-04-15,2024-10-18,5.72,26.59,-0.08,13188,-5.0,1113,Sell,-1,2024-10-11 00:00:00,7,2024-10-11 00:00:00,7
862,HINDOILEXP,1996-01-01,2024-10-18,3.93,216.73,-10.12,975316,-2.43,723863,Sell,-1,2024-10-04 00:00:00,14,2024-10-15 00:00:00,3
863,HINDPETRO,1996-01-02,2024-10-18,3.93,431.6,5.53,8281090,9.42,8860695,Sell,-1,2024-10-01 00:00:00,17,2024-10-16 00:00:00,2
864,HINDUNILVR,1996-01-01,2024-10-18,3.89,2717.1,-5.35,1700235,-1.68,998800,Buy,-1,2024-09-19 00:00:00,29,2024-10-14 00:00:00,4
865,HINDWAREAP,2019-12-26,2024-10-18,5.37,334.3,-2.62,182404,7.85,254528,Buy,-1,2024-10-10 00:00:00,8,2024-10-17 00:00:00,1
866,HINDZINC,2002-08-12,2024-10-18,5.1,506.5,3.41,2425541,-0.02,1355519,Sell,-1,2024-06-03 00:00:00,137,2024-10-14 00:00:00,4
867,HIRECT,2006-12-27,2024-10-18,5.88,1161.7,30.61,47569,25.11,128829,Buy,1,2024-10-15 00:00:00,3,2024-10-14 00:00:00,4
868,HISARMETAL,2017-01-05,2024-10-18,5.72,189.95,-1.4,39087,-5.43,16996,Buy,-1,2024-09-23 00:00:00,25,2024-10-11 00:00:00,7
869,HITECH,2016-02-25,2024-10-18,5.8,185.18,-8.78,1906186,-9.4,1701494,Buy,-1,2024-06-06 00:00:00,134,2024-10-16 00:00:00,2
870,HITECHCORP,2007-12-20,2024-10-18,5.95,313.35,39.8,188517,2.74,231167,Buy,-1,2024-09-19 00:00:00,29,2024-10-14 00:00:00,4
871,HITECHGEAR,2003-05-15,2024-10-18,5.29,824.3,-7.23,4713,-6.25,6474,Sell,1,2024-09-02 00:00:00,46,2024-10-16 00:00:00,2
872,HLEGLAS,2021-02-22,2024-10-18,5.65,383.0,-5.35,84299,-1.56,39912,Sell,-1,2024-10-04 00:00:00,14,2024-10-15 00:00:00,3
873,HLVLTD,2002-07-01,2024-10-18,5.07,18.89,-4.45,5682481,14.48,15416274,Buy,-1,2024-10-10 00:00:00,8,2024-10-16 00:00:00,2
874,HMAAGRO,2023-06-30,2024-10-18,6.57,44.95,-10.32,443982,-2.42,292031,Buy,-1,2024-10-11 00:00:00,7,2024-10-15 00:00:00,3
875,HMT,2002-07-01,2024-10-18,5.13,78.84,-10.91,18758,-4.21,10890,Sell,1,2024-07-19 00:00:00,91,2024-10-17 00:00:00,1
876,HMVL,2010-07-21,2024-10-18,5.81,90.24,-0.89,236962,-4.15,124766,Sell,-1,2024-08-02 00:00:00,77,2024-10-15 00:00:00,3
877,HNDFDS,2022-11-10,2024-10-18,9.41,626.75,-0.33,159086,0.17,76065,Buy,-1,2024-03-28 00:00:00,204,2024-10-16 00:00:00,2
878,HOMEFIRST,2021-02-03,2024-10-18,5.57,1171.0,-1.31,672544,-3.26,202943,Sell,-1,2024-09-26 00:00:00,22,2024-10-16 00:00:00,2
879,HONASA,2023-11-07,2024-10-18,6.4,422.9,-10.48,1699622,-1.04,1240207,Buy,-1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
880,HONAUT,2002-07-01,2024-10-18,5.08,51677.45,1.5,4999,0.51,2743,Buy,1,2024-06-13 00:00:00,127,2024-10-17 00:00:00,1
881,HONDAPOWER,2002-07-01,2024-10-18,5.13,4075.5,6.2,16934,-5.52,11708,Buy,1,2024-10-07 00:00:00,11,2024-10-17 00:00:00,1
882,HOVS,2006-09-27,2024-10-18,5.89,74.73,-10.57,14572,-6.18,9355,Sell,1,2024-09-03 00:00:00,45,2024-10-17 00:00:00,1
883,HPAL,2021-12-27,2024-10-18,5.63,88.07,-9.64,207061,-2.27,129264,Sell,-1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
884,HPIL,2020-02-11,2024-10-18,5.53,139.93,-6.38,2038,-2.42,1415,Buy,-1,2024-04-05 00:00:00,196,2024-10-16 00:00:00,2
885,HPL,2016-10-04,2024-10-18,5.74,532.5,-7.2,142727,-4.48,118546,Buy,-1,2024-06-06 00:00:00,134,2024-10-14 00:00:00,4
